game_id,inning,batting_team,batter,pitch_sequence,event_text,ejection_flag,ejectee,job_code,ump_id,reason
SEA201108130,4,0,pedrd001,CC*B*BX,9/FDP.3XH(92),ej,frant001,M,rippm901,Reversal of call at home
SFN201107040,9,0,headc001,CCS,K,ej,headc001,P,timmt901,Dropped bat at plate after strikeout
SFN201107230,4,0,fielp001,BCX,3/G-,ej,wotur001,C,holbs901,Balls and strikes
SFN201108050,6,0,victs001,H,HP.1-2,ej,ramir003,P,muchm901,Intentional HBP
SFN201108050,6,0,victs001,H,HP.1-2,ej,victs001,P,muchm901,Fight after intentional HBP
SFN201108050,6,0,victs001,H,HP.1-2,ej,white004,P,muchm901,Fight after intentional HBP
SFN201108280,10,1,derom001,>C.BBFFX,S9/G.2-H;BX2(96),ej,bochb002,M,belld901,Call at 2B
SFN201109040,4,0,uptoj001,BCC*BF1F1C,K,ej,uptoj001,P,knigb901,Called third strike
SLN201106250,8,1,hollm001,CFBC,K,ej,hollm001,P,hudsm901,Called third strike
SLN201107300,5,1,freed001,.BFX,46(1)/FO/G.3-H;2-H(NR),ej,quadm801,M,cousd901,Call at 2B
SLN201108100,9,0,wilsj003,.BLX,E1/TH1/SH/BG.1-2;B-1,ej,larut101,M,gibsg901,Call at 1B
SLN201109070,4,0,mcgec001,CCBC,K,ej,mcgec001,P,reybd901,Called third strike
SLN201109070,9,0,morgn001,..FCFFFBFBFS,K,ej,morgn001,P,cousd901,Yelling at Chris Carpenter after at bat
TBA201104200,6,0,piera001,CX,43/G,ej,piera001,P,knigb901,Balls and strikes
TBA201104290,6,1,joycm001,BCSBC,K,ej,joycm001,P,hallt901,Called third strike
TBA201105040,7,1,jasoj001,C>FFB1BFX,S9/L.1-2,ej,farrj001,M,fairc901,Balls and strikes
TBA201105040,7,1,fulds001,.CBFX,5(2)3/GDP,ej,maddj801,M,westj901,Changed call at 1B
TBA201105040,9,1,uptob001,..CBCC,K,ej,uptob001,P,fairc901,Called third strike
TBA201106170,8,1,rodrs002,BBCSX,DGR/9/L/FINT.2-H;1-H,ej,rodre001,M,barrt901,Allowing run to score from first on fan
TBA201107010,8,0,berkl001,BCBFBB,W,ej,maddj801,M,carav901,Balls and strikes
TBA201107010,8,0,rasmc001,.FX,HR/9/F.2-H;1-H,ej,howej003,P,carav901,Balls and strikes
TBA201107010,8,0,rasmc001,.FX,HR/9/F.2-H;1-H,ej,pricd001,P,eddid901,Balls and strikes (From the bench)
TBA201107010,8,0,rasmc001,.FX,HR/9/F.2-H;1-H,ej,johne002,P,eddid901,Balls and strikes (From the bench)
TBA201107170,11,0,reddj001,.BBSCFFFBS,K,ej,maddj801,M,fairc901,Balls and strikes
TBA201107170,11,0,scutm001,*BCBX,2/P2F,ej,martd002,C,fairc901,Marco Scutaro bat throwing incident
TBA201109230,8,1,longe001,>C,CS2(24),ej,uptob001,P,hicke901,Call at 2B
TBA201109260,5,1,zobrb001,BB*BB,W.1-2,ej,martr004,P,schrp901,Balls and strikes (while catching)
TEX201104240,8,0,franj004,BBCFC,K,ej,franj004,P,knigb901,Called third strike
TEX201105080,8,1,torry001,.BCCFBX,7/F,ej,torry001,P,fleta901,Call at 1B in previous inning
TEX201105290,5,1,kinsi001,CCS,K,ej,kinsi001,P,estam901,Balls and strikes (slammed bat down)
TEX201106260,6,0,murpd006,CBBSBX,D7/F.2-H,ej,andre001,P,fleta901,Balls and strikes (Not in the game)
TEX201106260,6,0,murpd006,CBBSBX,D7/F.2-H,ej,washr001,M,fleta901,Balls and strikes
TEX201107030,7,1,torry001,1,CS2(136),ej,pettg001,C,herna901,Arguing for balk call
TEX201107030,7,1,torry001,1,CS2(136),ej,washr001,M,herna901,Arguing for balk call
TOR201106160,7,1,molij001,.CSS,K,ej,molij001,P,davib902,Called third strike
TOR201107020,9,0,victs001,X,S7/L.2-H;1-2,ej,raucj001,P,marqa901,Call at HP
TOR201107020,9,0,victs001,X,S7/L.2-H;1-2,ej,farrj001,M,marqa901,Call at HP
TOR201107300,6,1,escoy001,CBX,43/G4M,ej,escoy001,P,hudsm901,Call at 1B
TOR201108260,6,1,bautj002,CCBBFBS,K,ej,bautj002,P,welkb901,Balls and strikes
WAS201105270,7,1,hairj002,B1CF1F>FX,8/F,ej,hairj002,P,hicke901,Refusal to grant time
ANA201204220,6,0,hardj003,BCX,S2/BG,ej,showb801,M,campa901,Balls and strikes
ANA201206020,7,1,morak001,.BBX,9/SF/F.3-H,ej,torry001,P,mcclt901,Call at HP (threw mask)
ANA201206240,5,1,morak001,X,S7/F.1X3(75),ej,sciom001,M,iassd901,Call at 3B
ANA201207250,4,1,troum001,BBBH,HP,ej,hochl001,P,davib902,Intentional HBP
ANA201208120,1,0,seagk001,CBFFBBB,W,ej,butcm001,C,estam901,Balls and strikes
ANA201209080,4,0,fielp001,SSBFT,K,ej,cabrm001,P,timmt901,Balls and strikes
ANA201209080,4,0,fielp001,SSBFT,K,ej,lamog101,C,timmt901,Balls and strikes
ANA201209220,4,1,troum001,CN,BK.2-3;1-2,ej,ventr001,M,hicke901,Balk call
ARI201204080,7,1,younc004,....X,FC5.3XH(5E2)(NR)(UR);2-3;1-2,ej,bochb002,M,dimum901,Call at HP
ARI201206090,5,1,cahit001,X,63/G,ej,melvb001,M,mcclt901,Balls and strikes
ARI201208221,3,0,lee-c001,FB1,POCS2(134),ej,guilo001,M,campa901,Balk call
ARI201210030,8,0,browa003,FBBBC>S,K,ej,browa003,P,rippm901,HBP non-call (Threw bat)
ATL201206110,8,1,bourm001,CX,43/G,ej,diazm003,P,marqa901,Balls and strikes
ATL201207140,5,1,heywj001,BX,S7/F7S.1-2,ej,collt801,M,scotd901,Catch/trap call (reversed)
ATL201207150,5,1,bourm001,CCBBX,D7/F-.2-H;1-3,ej,wartd101,C,buckc901,Balls and strikes
ATL201209150,6,1,pradm001,CCFBBBX,E1/TH1/G,ej,johnd105,M,hudsm901,Call at 1B
BAL201208070,14,1,quino001,CBX,S4/G,ej,wedge001,M,knigb901,Call at 1B
BAL201208150,8,0,gonza003,.BSFX,43/G,ej,gonza003,P,everm901,Quick pitch
BAL201208150,8,0,gonza003,.BSFX,43/G,ej,valeb102,M,everm901,Quick pitch
BOS201205110,2,0,kipnj001,BCBCFFFX,S7/L.2XH(72),ej,smits801,C,cousd901,Call at HP
BOS201205280,2,1,gonza003,CX,31/G-,ej,lamog101,C,tscht901,Balls and strikes
BOS201205280,2,1,gonza003,CX,31/G-,ej,leylj801,M,welkb901,Balls and strikes
BOS201205310,1,1,youkk001,CBBBC>C,K,ej,broot001,C,nelsj901,Call at 1B
BOS201206080,6,1,youkk001,SBFBB>C,K,ej,youkk001,P,eddid901,Called third strike
BOS201206100,9,1,pedrd001,B1CC.FS,K,ej,valeb102,M,porta901,Balls and strikes
BOS201208070,9,0,murpd005,.BCBFH,HP,ej,pedrd001,P,nauep901,Checked swing
BOS201208260,5,1,pedrd001,BX,53/G.1-2,ej,valeb102,M,belld901,Call at 1B
BOS201209120,8,1,rossc001,.SFFBBBC,K,ej,rossc001,P,marqa901,Called third strike
BOS201209120,8,1,rossc001,.SFFBBBC,K,ej,valeb102,M,marqa901,Called third strike
BOS201209120,8,1,rossc001,.SFFBBBC,K,ej,roysj001,C,marqa901,Called third strike
CHA201204160,9,0,wietm001,BBBB,W,ej,coopd001,C,barrl901,Balls and strikes
CHA201207080,9,0,vizqo001,FX,8/L,ej,ventr001,M,reybd901,Balls and strikes
CHA201208250,3,0,seagk001,CBBCFBX,53/G,ej,piera001,P,barrl901,Balls and strikes
CHA201208250,3,0,seagk001,CBBCFBX,53/G,ej,ventr001,M,barrl901,Balls and strikes
CHA201209080,3,0,butlb003,BX,S9/L.2-H;1-2,ej,parem001,C,carlm901,Call at HP
CHN201204240,10,1,casts001,*B1>C,SB2,ej,mathm001,M,welkb901,Call at 2B
CHN201205040,9,0,ellia001,CCBBH,HP,ej,sveud001,M,fostm901,Arguing HBP
CHN201205050,5,0,ethia001,1C11.BX,E6/G.2-3;B-1,ej,lillt001,P,timmt901,Balls and strikes
CHN201205070,7,1,dejed001,BBH,HP,ej,gonzf801,M,conrc901,Warning issued to both teams
CHN201205180,5,1,dejed001,BX,S7/L.BX2(74),ej,sveud001,M,fostm901,Call at 2B
CHN201206260,8,1,clevs001,1CBFBB>FX,S1/G+.1-2,ej,davii001,P,gonzm901,Call at 1B
CHN201207280,7,1,casts001,BCSX,63/G,ej,sveud001,M,wintm901,Call at 1B
CHN201208090,5,1,jackb002,CS1FBS,K,ej,clevs001,P,nelsj901,Balls and strikes
CIN201204290,2,0,altuj001,>C,CS2(24),ej,schaj002,P,hudsm901,Call at 2B (threw helmet)
CIN201207160,7,1,cairm001,.FBFFX,2/G-,ej,cairm001,P,belld901,Fair/foul call
CIN201207300,3,0,headc001,B,WP.3-H,ej,mesod001,P,fairc901,Balls and strikes (Bumped umpire)
CIN201208040,2,0,harrj002,BCH,HP,ej,hurdc001,M,gormb901,Warnings to both teams
CLE201205230,7,0,dirka001,1BFB*BB,W.1-2,ej,mccll001,C,mealj901,Balls and strikes
CLE201205240,5,0,dirka001,B1X,4/P,ej,broot001,C,emmep901,Balk non-call
CLE201205240,5,0,dirka001,B1X,4/P,ej,leylj801,M,emmep901,Balk non-call
CLE201208290,1,1,cabra002,BFBBFC,K,ej,cabra002,P,darlg901,Called third strike
CLE201208300,7,0,kottg001,BBBB,W.2-3;1-2,ej,niebr801,C,emmep901,Balls and strikes
CLE201208310,7,0,cruzn002,CBCS,K,ej,cruzn002,P,welkb901,Balls and strikes (Threw bat)
CLE201209160,5,1,chisl001,FSBX,16(1)/FO/G.3-H(UR);B-1,ej,leylj801,M,knigb901,Call at 1B
COL201206100,9,1,gonzc001,CBX,16(1)3/GDP,ej,tracj101,M,gibsg901,Catch/no catch
COL201209100,7,1,gonzc001,1CC*BBX,4(1)3/GDP,ej,tracj101,M,campa901,Call at 2B
DET201206020,7,0,jeted001,.BBX,14/SH/BG.2-3;1-2,ej,longk801,C,davib902,Balls and strikes
DET201206020,7,0,jeted001,.BBX,14/SH/BG.2-3;1-2,ej,giraj001,M,davib902,Balls and strikes
DET201208050,2,1,lairg001,CX,1/G-.2-3,ej,lairg001,P,holbs901,Call at 1B
DET201208050,2,1,lairg001,CX,1/G-.2-3,ej,leylj801,M,westj901,Call at 1B (Laird's ejection)
DET201208090,5,1,dirka001,1X,D7/F.1-H,ej,giraj001,M,welkt901,Fair/foul call (Threw hat)
DET201208170,5,1,peraj001,CCBX,E5/TH1/G5L,ej,reynm001,P,carav901,Call at 1B (Reversed; threw glove)
DET201208170,5,1,peraj001,CCBX,E5/TH1/G5L,ej,showb801,M,fostm901,Call at 1B (Reversed)
DET201209180,8,1,fielp001,CFBH,HP,ej,chavj001,P,mealj901,Intentional HBP
HOU201205220,4,1,johnc003,FBFX,63/G,ej,johnc003,P,tscht901,FIXME
HOU201207070,1,1,altuj001,F*BX,S3/G.3-H,ej,greiz001,P,holbs901,FIXME
HOU201207070,1,1,altuj001,F*BX,S3/G.3-H,ej,roenr001,M,holbs901,FIXME
HOU201208110,7,0,gomec002,..BBCFC,K,ej,gomec002,P,darlg901,FIXME
HOU201209010,8,0,philb001,CFFS,K,ej,philb001,P,fleta901,FIXME
HOU201209130,6,0,utlec001,..BCBFX,31/G,ej,harrl002,P,millb901,FIXME
HOU201209220,2,0,mckem001,CX,31/G,ej_ERROR,hurdc001,Mtimmt901,Call at 1B (Reversed),FIXME
KCA201204140,3,1,mousm001,BH,HP,ej,gomej002,P,darlg901,FIXME
KCA201204140,3,1,mousm001,BH,HP,ej,actam801,M,darlg901,FIXME
KCA201204140,3,1,mousm001,BH,HP,ej,hannj001,P,darlg901,FIXME
KCA201206020,6,1,escoa003,FX,9/FDP.3XH(92),ej,quinh001,P,schrp901,FIXME
KCA201206140,2,1,franj004,CFC,K,ej,franj004,P,iassd901,FIXME
KCA201206140,4,0,aokin001,H,HP,ej,yoste001,M,iassd901,FIXME
KCA201207220,9,0,spand001,CFS,K,ej_ERROR,escoa003,P.reybd901,Call at 2B,FIXME
KCA201207220,9,0,spand001,CFS,K,ej,yoste001,M,reybd901,FIXME
LAN201204150,9,0,guzmj005,X,25(2)6(1)3/BG/GTP,ej,blacb001,M,scotd901,Fair/foul call
LAN201205130,5,1,ethia001,.BSS.BFC,K,ej,ethia001,P,carlm901,Called third strike
LAN201205130,5,1,ethia001,.BSS.BFC,K,ej,mattd001,M,carlm901,Called third strike
LAN201205180,3,0,furcr001,CSFX,8/SF/F.3-H(UR);2-3,ej,mattd001,M,hallt901,Checked swing
LAN201206170,6,1,herre001,SBBX,9/FDP/AP.3X3(15),ej,mattd001,M,mealj901,Call at 3B (appeal)
LAN201208060,7,1,victs001,BBBCS>F>X,S8/L.1-3,ej,tracj101,M,everm901,Catch/trap call (reversed; threw hat)
MIA201205130,9,1,dobbg001,..BX,S8/L-.3-H;1-3,ej,franf001,P,ticht901,Balls and strikes
MIA201206260,7,0,craia001,C*BSBB>F>B,W.1-2,ej,guilo001,M,belld901,Balls and strikes
MIA201207230,9,0,heywj001,BBX,46(1)3/GDP.2-3,ej,gonzf801,M,diazl901,Call at 1B
MIA201208290,9,0,harpb003,1C1TX,36(1)3/GDP,ej,harpb003,P,buckc901,Call at 1B (Threw helmet)
MIL201205200,8,1,morgn001,B.CBFBFX,43/G,ej,dillt001,P,wendh002,Throwing at batter
MIL201207020,6,0,buckj001,FBSBB>S,K,ej,buckj001,P,cousd901,Checked swing (Slammed bat to ground)
MIL201207170,7,0,berkl001,.CBBBCFFS,K,ej,berkl001,P,gormb901,Checked swing
MIL201207310,8,1,hartc001,BCBX,63/G,ej,narrj001,C,knigb901,Balls and strikes
MIL201207310,8,1,hartc001,BCBX,63/G,ej,roenr001,M,knigb901,Balls and strikes
MIN201205090,8,1,mauej001,.CBBBB,W,ej,sciom001,M,holbs901,Balls and strikes
MIN201205250,8,1,carrj001,CCBBX,31/G,ej,carrj001,P,porta901,Call at 1B
MIN201205250,8,1,carrj001,CCBBX,31/G,ej,gardr001,M,porta901,Call at 1B
MIN201209130,10,0,abret001,BCBC..S,K,ej,butlb003,P,estam901,Balls and strikes
NYA201204170,3,0,casia001,BBCX,S7/L,ej,spand001,P,gibsg901,Balls and strikes
NYA201204170,3,0,casia001,BBCX,S7/L,ej,gardr001,M,gibsg901,Balls and strikes
NYA201204270,7,1,martr004,..CBCC,K,ej,giraj001,M,westj901,Balls and strikes
NYA201206260,8,0,cabra002,CFBX,43/G,ej,hannj001,P,dimum901,Catch/no catch
NYA201207290,10,0,saltj001,..SBBBB,W,ej,valeb102,M,onorb901,Foul ball on HBP
NYA201207290,10,0,saltj001,..SBBBB,W,ej,beckj002,P,hallt901,Bench jockeying
NYA201208150,8,0,kinsi001,CCBC,K,ej,kinsi001,P,carav901,Called third strike
NYA201209160,3,1,jonea002,CCX,13/G,ej,maddj801,M,emmep901,Warnings to both teams
NYA201209160,8,0,joycm001,BCFBC,K,ej,joycm001,P,emmep901,Called third strike
NYN201204110,7,0,espid001,FBBBB,W,ej,collt801,M,vanol901,Balls and strikes
NYN201205150,7,0,braur002,H,HP,ej,carrd001,P,darlg901,Intentional HBP
NYN201208210,5,1,younc003,FF2,POCS3(165),ej,collt801,M,culbf901,Call at 2B (reversed)
NYN201208260,9,0,franb001,.CBFF*BBX,S7/G.2XH(72);B-2(THH),ej,gonzm002,P,rackd901,Call at HP (Threw helmet)
NYN201209190,9,1,valdj002,....CSBFC,K,ej,valdj002,P,davib902,Called third strike
OAK201206230,6,1,weekj001,CX,63/G,ej,crisc001,P,randt901,Called third strike (from the bench)
PHI201205150,8,0,castj006,..CBFFS,K+WP.B-1,ej,manuc101,M,davib9902,Umpire in catcher's way on WP
PHI201205180,9,0,byrdm001,CX,63/G46.2-3,ej,valeb102,N,darlg901,Call at 1B
PHI201205220,3,0,desmi001,BBX,HR/78/F,ej,ruizc001,P,cedeg901,Balls and strikes
PHI201206040,6,0,hairj002,BCBFBC,K,ej,hillt801,C,reybd901,Balls and strikes
PHI201206040,6,0,hairj002,BCBFBC,K,ej,mattd001,M,reybd901,Balls and strikes
PHI201207210,6,0,pagaa001,FCBFC,K,ej,pagaa001,P,everm901,Called third strike
PHI201209120,2,0,ruggj001,CCB*BC,K,ej,ruggj001,P,fagac901,Called third strike
PIT201205110,8,1,barmc001,.BL11LF.1,PO1(13),ej,millb101,M,joycj901,Reversal of call
PIT201206240,4,1,mcgec001,BCCBS,K,ej,hurdc001,M,fostm901,Checked swing
PIT201208080,7,0,younc004,C*BCC,K,ej,younc004,P,vanol901,Called third strike
PIT201208080,7,0,younc004,C*BCC,K,ej,uptoj001,P,marqa901,Balls and strikes
PIT201208160,1,1,barar001,X,9/F,ej,kempm001,P,campa901,Balls and strikes
PIT201208160,1,1,barar001,X,9/F,ej,mattd001,M,tscht901,Balls and strikes
PIT201208160,5,1,alvap001,BCX,HR/8/F,ej,blanj001,P,campa901,Balls and strikes
PIT201209070,6,0,barnd001,1FB.SX,FC6/G/R5.2-3;B-1,ej,hurdc001,M,darlg901,Call at 3B
PIT201210020,8,0,freef001,.CSFS,K,ej,freef001,P,nelsj901,Checked swing
SDN201204240,6,0,wertj001,N,BK.1-2,ej,blacb001,M,barrl901,Balk
SDN201207050,7,1,maybc001,FCBFFX,43/G-.2-3,ej,blacb001,M,knigb901,Call at 1B
SDN201208190,4,1,alony001,F>C.B*BX,53/G,ej,headc001,P,onorb901,Balls and strikes
SEA201205080,3,1,jasoj001,>B,SB2,ej,leylj801,M,knigb801,Balls and strikes
SEA201208150,7,0,uptob001,SBX,63/G,ej,maddj801,M,drakr901,Balls and strikes
SEA201208220,8,1,seagk001,BBX,D9/G,ej,actam801,,hicke901,Call at 2B
SEA201209180,10,1,saunm001,CBFFBB>C,K,ej,saunm001,P,bakej902,Called third strike
SFN201205190,7,1,pagaa001,CSBX,S8/F.3-H;2-H;B-2(THH),ej,melvb001,M,hoyej901,HBP/foul ball call
SFN201207230,6,1,crawb001,CBCX,13/AP,ej,crawb001,P,bakej902,Call at 1B (Appeal play)
SFN201208130,3,0,bernr001,CX,S14/L+.3-H;2-3;1-2,ej,bochb002,M,laynj901,Call at 1B
SLN201205020,2,1,hollm001,CBX,S7/G.2-H;1-2,ej,barar001,P,campa901,FIXME
SLN201205020,2,1,hollm001,CBX,S7/G.2-H;1-2,ej,hurdc001,M,campa901,FIXME
SLN201205110,8,0,hinse001,.BCBFFBS,K,ej,hinse001,P,muchm901,FIXME
SLN201206140,9,0,riosa002,.SX,8/F,ej,riosa002,P,nelsj901,FIXME
SLN201206160,1,0,hosme001,CBFFX,13/G+.2-3;1-2,ej_ERROR,mathm001,M.danlk901,Reversal of catch ruling,FIXME
SLN201207250,10,1,schus001,.B11.FBBCB,W,ej,mattd001,M,kellj901,FIXME
SLN201208170,6,1,westj001,CBLBX,9/F-,ej,oquej001,C,barrl901,FIXME
TBA201205170,7,0,avilm001,BCBFC,K,ej,avilm001,P,belld901,Called third strike
TBA201205300,4,1,joycm001,BCX,43/G,ej,quinj001,P,wegnm901,Throwing at batter
TBA201205300,4,1,joycm001,BCX,43/G,ej,ventr001,M,wegnm901,Throwing at batter
TBA201207180,7,0,kipnj001,.CBFBFF>F>X,S8/G.3-H;1-3,ej,maddj801,M,iassd901,Balls and strikes
TBA201208220,8,0,hosme001,.BFBFC,K,ej,yoste001,M,barrs901,Balls and strikes
TBA201209030,8,1,franb001,.B1>P,CS2(26),ej,maddj801,M,davib902,Call at 2B
TBA201209040,4,0,dickc001,1S1B+1S>C,K,ej,giraj001,M,randt901,Balls and strikes
TBA201209080,10,1,penac001,>B.CBSC,K,ej,penac001,P,estam901,Called third strike
TEX201204290,7,1,kinsi001,BBSBF>F>F>F>F>F>C,K,ej,washr001,M,belld901,Called third strike
TEX201205170,6,1,andre001,X,FC1/SH/BG.3-H;1-2,ej,melvb001,M,diazl901,Catch/trap call
TEX201205260,6,1,morem001,BBBCX,HR/78/F,ej,alvah001,P,fostm901,Throwing at a batter
TEX201206140,6,1,kinsi001,CFBC,K,ej,kinsi001,P,coope901,Called third strike
TEX201206170,9,0,castj006,CBBX,8/F,ej,brocd001,C,scotd901,Balls and strikes
TEX201207240,1,1,andre001,C11,PO1(13),ej,kinsi001,P,tscht901,Call at 1B
TEX201208230,3,1,andre001,BBCCBX,43/G,ej,diams001,P,bellw901,Throwing at batter
TEX201208230,3,1,andre001,BBCCBX,43/G,ej,gardr001,M,bellw901,Throwing at batter
TOR201205010,5,0,cruzn002,BSX,8/F,ej,vizqo001,P,holbs901,Bench jockeying
TOR201205150,9,1,lawrb002,BBFBCC,K,ej,lawrb002,P,millb901,Called third strike (Threw helmet
TOR201205150,9,1,lawrb002,BBFBCC,K,ej,farrj001,M,millb901,Called thrid strike
TOR201205290,5,1,davir003,CBSFBX,S8/G.3-H;1-2,ej,wietm001,P,eddid901,Balls and strikes
TOR201207010,6,1,bautj002,FX,E4/FO/G/R62.3-H;2-H(UR)(NR);1-3;B-2,ej,sciom001,M,hoyej901,Call at HP
TOR201208180,7,1,escoy001,CX,8/F,ej,escoy001,P,nelsj901,Balls and strikes
TOR201210010,10,1,arenj001,.TF1FFB.S,K23/BINT,ej,farrj001,M,hudsm901,Batter interference
WAS201205040,1,1,harpb003,1BBBCB,W.1-2,ej,manuc101,M,drakr901,Checked swing
WAS201206190,8,0,matsh001,.CBX,3/G,ej,peraj002,P,tscht901,Foreign substance on glove (pine tar)
WAS201208190,8,0,murpd006,.FCN.C,K,ej,murpd006,P,bakej902,Called third strike
WAS201209050,5,1,laroa001,X,S7/L,ej,sveud001,M,vanol901,Balls and strikes
WAS201209060,5,1,wertj001,BBBF.C>F>X,9/F,ej,quirj001,C,laynj901,Instigation (screamed obscenities at opposing coach)
WAS201209060,6,0,soria001,FX,4/P,ej,clevs001,P,laynj901,Fighting
WAS201209060,6,0,soria001,FX,4/P,ej,corpm001,P,laynj901,Fighting
WAS201209060,6,0,soria001,FX,4/P,ej,gonzm001,P,laynj901,Fighting
WAS201209080,1,0,stanm004,BSBBX,HR/7/F,ej,gonzg003,P,ticht901,Balls and strikes (not in game)
ARI201304130,7,1,pennc001,..FCC,K,ej,pennc001,P,reynj901,Called third strike (Slammed bat)
ARI201304290,5,0,pench001,BCBFX,64(1)3/GDP,ej,bochb002,M,millb901,Call at 1B
ARI201307230,3,0,ransc001,FB*BCB>C,K,ej,sveud001,M,demud901,Called third strike
ARI201309180,6,0,gonza003,CB1BX,D7/L+.1XH(762),ej,gonza003,P,fleta901,Call at HP
ATL201306010,4,0,lombs002,SFBX,E3/TH1/G,ej,gonzf801,M,vanol901,Balls and strikes
ATL201306030,4,1,uptob001,CX,63/G,ej,martr004,P,iassd901,Balls and strikes
ATL201306030,4,1,uptob001,CX,63/G,ej,hurdc001,M,iassd901,Balls and strikes
ATL201308010,2,0,tulot001,CCFBFBC,K,ej,tulot001,P,hudsm901,Called third strike
ATL201308100,1,1,johnc003,CCC,K,ej,johnc003,P,joycj901,Balls and strikes (Threw helmet)
ATL201308170,2,1,simma001,B.B.B,WP.3-H,ej,stras001,P,hudsm901,Throwing at batter
ATL201308170,2,1,simma001,B.B.B,WP.3-H,ej,johnd105,M,hudsm901,Throwing at batter
ATL201308170,9,0,hairs001,CBBCC,K,ej,hairs001,P,hudsm901,Called third strike
ATL201309230,7,1,terdj001,SS1*BBX,46(1)/FO/G,ej,gonzf801,M,herna901,HBP non-call
ATL201309250,1,0,gomec002,TX,HR/78/F,ej,freef001,P,eddid901,Brawl
ATL201309250,1,0,gomec002,TX,HR/78/F,ej,lairg001,P,eddid901,Brawl
ATL201309250,1,0,gomec002,TX,HR/78/F,ej,gomec002,P,nauep901,Brawl
BAL201304170,5,0,zobrb001,B1BB1CC>S,K+CS2(26)/DP,ej,maddj801,M,knigb901,Call at 2B
BAL201304240,9,0,lawrb002,CBFFBC,K,ej,gibbj001,,dimum901,Called third strike
BAL201306010,4,0,tuiam001,H,HP,ej,hammj002,P,wendh902,Intentional HBP
BAL201306270,5,1,machm001,S*B1SS,K,ej,machm001,P,littw901,Balls and strikes
BAL201307270,7,0,ortid001,BBBCCS,K,ej,ortid001,P,timmt901,Balls and strikes
BAL201308030,7,0,millb002,CFBBFC,K,ej,showb801,M,vanol901,Balls and strikes
BOS201306040,8,1,carpm001,CBFC,K,ej,carpm001,P,fleta901,Called third strike
BOS201307190,5,0,gardb001,BFBCBC,K,ej,gardb001,P,everm901,Called third strike (Threw helmet)
BOS201307290,8,1,snydb003,CX,7/FDP.3XH(72),ej,farrj001,M,mealj901,Call at HP
BOS201308160,7,1,carpm001,..BCF*BB>C,K,ej,carpm001,P,welkb901,Called third strike
BOS201308180,2,0,rodra001,BBBH,HP,ej,giraj001,M,onorb901,Warnings to both teams
BOS201309010,4,1,pedrd001,BBX,S5/G.3-H(E5/TH1);B-2,ej,ventr001,M,demud901,Catch/no catch call
BOS201309150,6,1,napom001,SFBBC,K,ej, napom001,P,kulpr901,Called third strike (Threw helmet)
BOS201309210,8,0,kawam001,CBBCX,143/G,ej,kawam001,P,coope901,Call at 1B (Threw helmet)
CHA201304280,7,1,wised001,BSCBX,13/G,ej,hellj001,P,hallt901,Bench jockeying
CHA201307230,1,0,tuiam001,BCSF1BB>S,K/OBS.1-2(E3),ej,ventr001,M,darlg901,Obstruction call
CHA201308070,8,1,flowt001,.CBFBFBC,K,ej,coopd001,C,gibsg901,Called third strike
CHA201308230,3,0,kinsi001,BX,HR7/L/IPHR,ej,ventr001,M,gibsg901,Ground rule call
CHA201308250,9,1,phegj001,>C.BX,S7/L.3-H;2-3,ej,parem001,C,laynj901,Calls in previous games; pregame meeting
CHA201309090,1,0,huntt001,BBX,43/G,ej,cabrm001,P,gormb901,Balls and strikes
CHA201309090,1,0,huntt001,BBX,43/G,ej,leylj801,M,gormb901,Balls and strikes
CHN201307110,9,0,jay-j001,CBX,7/L,ej,mathm001,M,belld901,Balls and strikes
CHN201308020,4,0,ellim001,BCBCBFC,K,ej,ellim001,P,porta901,Called third strike
CHN201308020,4,0,ellim001,BCBCBFC,K,ej,mattd901,M,porta901,Called third strike
CHN201308180,7,1,murpd004,CFS,K,ej,sveud001,M,cuzzp901,Checked swing
CHN201308180,7,1,murpd004,CFS,K,ej,russj003,P,hallt901,Checked swing
CIN201309070,9,0,hairj002,..CBCC,K,ej,hairj002,P,nelsj901,Called third strike
CLE201304090,4,0,youkk001,H,HP,ej,carrc003,P,bakej902,Intentional HBP
CLE201305080,9,0,rosaa001,CBX,D8/F78/UREV,ej,melvb001,M,herna901,Home run replay ruling
CLE201306020,5,1,branm003,*BFCBX,S8/G.1-2,ej,frant001,M,welkb901,Balls and strikes
CLE201308110,2,1,cabra002,BCBCS,K,ej,cabra002,P,carav901,Balls and strikes
CLE201309080,9,1,stubd001,B>C,CS2(24),ej,avilm001,P,darlg901,Call at 2B
COL201304200,7,0,rossc001,SFC,K,ej,rossc001,P,fairc901,Called third strike
COL201304200,7,0,rossc001,SFC,K,ej,gibsk001,M,fairc901,Called third strike
COL201306010,6,1,torry001,FX,13/G.1-2,ej,mattd001,M,knigb901,Catch/no catch call
COL201306130,7,0,lombs002,BN.F*BN.X,31/G,ej,lopew001,P,hirsj901,Balk call
COL201306130,7,0,lombs002,BN.F*BN.X,31/G,ej,wrigj103,C,reynj901,Balk call (Made 'crazy' signal)
COL201308100,7,0,walkn001,.FX,16(1)3/GDP.2-3,ej,hurdc001,M,johna901,Call at 2B
DET201306080,8,0,branm003,CFFFBFFC,K,ej,frant001,M,fleta901,Balls and strikes
DET201306230,8,1,garca003,.X,E9/F.B-2,ej,farrj001,M,dimum901,Catch/no catch call
